ID,Category,Sub Category,State Standard
7.RL.7,Reading Literature,Integration of Knowledge and Ideas,"Compare and contrast a written story, drama, or poem to its audio, filmed, staged, or multimedia version, analyzing the effects of techniques unique to each medium (e.g., lighting, sound, color, or camera focus and angles in a film)."
7.RL.8,Reading Literature,Integration of Knowledge and Ideas,(Not applicable to literature)
7.RL.9,Reading Literature,Integration of Knowledge and Ideas,"Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history."
7.RL.10,Reading Literature,Range of Reading and Level of Text Complexity,"By the end of the year, read and comprehend literature, including stories, dramas, and poems, in the grades 6�8 text complexity band proficiently, with scaffolding as needed at the high end of the range."
8.RL.1,Reading Literature,Key Ideas and Details,Cite the textual evidence that most strongly supports an analysis of what the text says explicitly as well as inferences drawn from the text.
8.RL.2,Reading Literature,Key Ideas and Details,"Determine a theme or central idea of a text and analyze its development over the course of the text, including its relationship to the characters, setting, and plot; provide an objective summary of the text."
8.RL.3,Reading Literature,Key Ideas and Details,"Analyze how particular lines of dialogue or incidents in a story or drama propel the action, reveal aspects of a character, or provoke a decision."
8.RL.4,Reading Literature,Craft and Structure,"Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of specific word choices on meaning and tone, including analogies or allusions to other texts."
8.RL.5,Reading Literature,Craft and Structure,Compare and contrast the structure of two or more texts and analyze how the differing structure of each text contributes to its meaning and style.
8.RL.6,Reading Literature,Craft and Structure,"nalyze how differences in the points of view of the characters and the audience or reader (e.g., created through the use of dramatic irony) create such effects as suspense or humor."
8.RL.7,Reading Literature,Integration of Knowledge and Ideas,"Analyze the extent to which a filmed or live production of a story or drama stays faithful to or departs from the text or script, evaluating the choices made by the director or actors."
8.RL.8,Reading Literature,Integration of Knowledge and Ideas,(Not applicable to literature)
8.RL.9,Reading Literature,Integration of Knowledge and Ideas,"Analyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered new."
8.RL.10,Reading Literature,Range of Reading and Level of Text Complexity,"By the end of the year, read and comprehend literature, including stories, dramas, and poems, at the high end of grades 6�8 text complexity band independently and proficiently."
9-10.RL.1,Reading Literature,Key Ideas and Details,Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.
9-10.RL.2,Reading Literature,Key Ideas and Details,"Determine a theme or central idea of a text and analyze in detail its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text."
9-10.RL.3,Reading Literature,Key Ideas and Details,"Analyze how complex characters (e.g., those with multiple or conflicting motivations) develop over the course of a text, interact with other characters, and advance the plot or develop the theme."
9-10.RL.4,Reading Literature,Craft and Structure,"Determine the meaning of words and phrases as they are used in the text, including figurative and connotative meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language evokes a sense of time and place; how it sets a formal or informal tone)."
9-10.RL.5,Reading Literature,Craft and Structure,"Analyze how an author�s choices concerning how to structure a text, order events within it (e.g., parallel plots), and manipulate time (e.g., pacing, flashbacks) create such effects as mystery, tension, or surprise."
9-10.RL.6,Reading Literature,Craft and Structure,"Analyze a particular point of view or cultural experience reflected in a work of literature from outside the United States, drawing on a wide reading of world literature."
9-10.RL.7,Reading Literature,Integration of Knowledge and Ideas,"Analyze the representation of a subject or a key scene in two different artistic mediums, including what is emphasized or absent in each treatment (e.g., Auden�s �Mus�e des Beaux Arts� and Breughel�s Landscape with the Fall of Icarus)."
9-10.RL.8,Reading Literature,Integration of Knowledge and Ideas,(Not applicable to literature)
9-10.RL.9,Reading Literature,Integration of Knowledge and Ideas,"Analyze how an author draws on and transforms source material in a specific work (e.g., how Shakespeare treats a theme or topic from Ovid or the Bible or how a later author draws on a play by Shakespeare)."
9-10.RL.10,Reading Literature,Range of Reading and Level of Text Complexity,"By the end of grade 9, read and comprehend literature, including stories, dramas, and poems, in the grades 9�10 text complexity band proficiently, with scaffolding as needed at the high end of the range."
11-12.RL.1,Reading Literature,Key Ideas and Details,"Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text, including determining where the text leaves matters uncertain."
11-12.RL.2,Reading Literature,Key Ideas and Details,"Determine two or more themes or central ideas of a text and analyze their development over the course of the text, including how they interact and build on one another to produce a complex account; provide an objective summary of the text."
11-12.RL.3,Reading Literature,Key Ideas and Details,"Analyze the impact of the author�s choices regarding how to develop and relate elements of a story or drama (e.g., where a story is set, how the action is ordered, how the characters are introduced and developed)."
11-12.RL.4,Reading Literature,Craft and Structure,"Determine the meaning of words and phrases as they are used in the text, including figurative and connotative meanings; analyze the impact of specific word choices on meaning and tone, including words with multiple meanings or language that is particularly fresh, engaging, or beautiful. (Include Shakespeare as well as other authors.)"
11-12.RL.5,Reading Literature,Craft and Structure,"Analyze how an author�s choices concerning how to structure specific parts of a text (e.g., the choice of where to begin or end a story, the choice to provide a comedic or tragic resolution) contribute to its overall structure and meaning as well as its aesthetic impact."
11-12.RL.6,Reading Literature,Craft and Structure,"Analyze a case in which grasping a point of view requires distinguishing what is directly stated in a text from what is really meant (e.g., satire, sarcasm, irony, or understatement)."
11-12.RL.7,Reading Literature,Integration of Knowledge and Ideas,"Analyze multiple interpretations of a story, drama, or poem (e.g., recorded or live production of a play or recorded novel or poetry), evaluating how each version interprets the source text. (Include at least one play by Shakespeare and one play by an American dramatist.)"
